longitude,index,date_valid_start_id,date_valid_end_id
299.69998,666,1000,999999
300.15,667,1000,999999
300.6,668,1000,999999
301.05,669,1000,999999
301.5,670,1000,999999
301.94998,671,1000,999999
302.4,672,1000,999999
302.85,673,1000,999999
303.3,674,1000,999999
303.75,675,1000,999999
304.19998,676,1000,999999
304.65,677,1000,999999
305.1,678,1000,999999
305.55,679,1000,999999
306,680,1000,999999
306.44998,681,1000,999999
306.9,682,1000,999999
307.35,683,1000,999999
307.8,684,1000,999999
308.25,685,1000,999999
308.69998,686,1000,999999
309.15,687,1000,999999
309.6,688,1000,999999
310.05,689,1000,999999
310.5,690,1000,999999
310.94998,691,1000,999999
311.4,692,1000,999999
311.85,693,1000,999999
312.3,694,1000,999999
312.75,695,1000,999999
313.19998,696,1000,999999
313.65,697,1000,999999
314.1,698,1000,999999
314.55,699,1000,999999
315,700,1000,999999
315.44998,701,1000,999999
315.9,702,1000,999999
316.35,703,1000,999999
316.8,704,1000,999999
317.25,705,1000,999999
317.69998,706,1000,999999
318.15,707,1000,999999
318.6,708,1000,999999
319.05,709,1000,999999
319.5,710,1000,999999
319.94998,711,1000,999999
320.4,712,1000,999999
320.85,713,1000,999999
321.3,714,1000,999999
321.75,715,1000,999999
322.19998,716,1000,999999
322.65,717,1000,999999
323.1,718,1000,999999
323.55,719,1000,999999
324,720,1000,999999
324.44998,721,1000,999999
324.9,722,1000,999999
325.35,723,1000,999999
325.8,724,1000,999999
326.25,725,1000,999999
326.69998,726,1000,999999
327.15,727,1000,999999
327.6,728,1000,999999
328.05,729,1000,999999
328.5,730,1000,999999
328.94998,731,1000,999999
329.4,732,1000,999999
329.85,733,1000,999999
330.3,734,1000,999999
330.75,735,1000,999999
331.19998,736,1000,999999
331.65,737,1000,999999
332.1,738,1000,999999
332.55,739,1000,999999
333,740,1000,999999
333.44998,741,1000,999999
333.9,742,1000,999999
334.35,743,1000,999999
334.8,744,1000,999999
335.25,745,1000,999999
335.69998,746,1000,999999
336.15,747,1000,999999
336.6,748,1000,999999
337.05,749,1000,999999
337.5,750,1000,999999
337.94998,751,1000,999999
338.4,752,1000,999999
338.85,753,1000,999999
339.3,754,1000,999999
339.75,755,1000,999999
340.19998,756,1000,999999
340.65,757,1000,999999
341.1,758,1000,999999
341.55,759,1000,999999
342,760,1000,999999
342.44998,761,1000,999999
342.9,762,1000,999999
343.35,763,1000,999999
343.8,764,1000,999999
344.25,765,1000,999999
344.69998,766,1000,999999
345.15,767,1000,999999
345.59998,768,1000,999999
346.05,769,1000,999999
346.5,770,1000,999999
346.94998,771,1000,999999
347.4,772,1000,999999
347.84998,773,1000,999999
348.3,774,1000,999999
348.75,775,1000,999999
349.19998,776,1000,999999
349.65,777,1000,999999
350.09998,778,1000,999999
350.55,779,1000,999999
351,780,1000,999999
351.44998,781,1000,999999
351.9,782,1000,999999
352.34998,783,1000,999999
352.8,784,1000,999999
353.25,785,1000,999999
353.69998,786,1000,999999
354.15,787,1000,999999
354.59998,788,1000,999999
355.05,789,1000,999999
355.5,790,1000,999999
355.94998,791,1000,999999
356.4,792,1000,999999
356.84998,793,1000,999999
357.3,794,1000,999999
357.75,795,1000,999999
358.19998,796,1000,999999
358.65,797,1000,999999
359.09998,798,1000,999999
359.55,799,1000,999999
